,SPECIES,COUNTRY,REGION,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,UNIFORMITY,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,TOTAL_CUP_POINTS,MOISTURE,COLOR,UNIT_OF_MEASUREMENT,ALTITUDE_LOW_METERS,ALTITUDE_HIGH_METERS,ALTITUDE_MEAN_METERS,COUNTRY_CODE,LATITUDE,LONGITUDE
701,Arabica,Mexico,escuitla,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,80.08,0.14,Green,m,1300.0,1300.0,1300.0,MEX,23,-102
702,Arabica,Mexico,"sierra fraylesca, chiapas",Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,80.0,0.0,Green,m,1300.0,1500.0,1400.0,MEX,23,-102
703,Arabica,Mexico,coatepec,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,80.0,0.12,Green,m,1250.0,1250.0,1250.0,MEX,23,-102
704,Arabica,Mexico,san miguel del puerto,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,80.0,0.11,Green,m,1100.0,1100.0,1100.0,MEX,23,-102
705,Arabica,Mexico,chiapas,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,79.92,0.12,Green,m,1300.0,1300.0,1300.0,MEX,23,-102
706,Arabica,Mexico,"motozintla, chiapas",Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,79.92,0.12,Green,m,1100.0,1100.0,1100.0,MEX,23,-102
707,Arabica,Mexico,veracruz,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,79.92,0.0,None,m,1100.0,1100.0,1100.0,MEX,23,-102
708,Arabica,Mexico,jaltenango,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,79.92,0.11,Green,m,1100.0,1100.0,1100.0,MEX,23,-102
709,Arabica,Mexico,coatepec,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,79.92,0.12,Green,m,1250.0,1250.0,1250.0,MEX,23,-102
710,Arabica,Mexico,veracruz,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,79.92,0.11,Green,m,1250.0,1250.0,1250.0,MEX,23,-102
711,Arabica,Mexico,veracruz,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,79.83,0.12,Green,m,1300.0,1300.0,1300.0,MEX,23,-102
712,Arabica,Mexico,"la concordia, chiapas",Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,79.75,0.12,Green,m,1400.0,1400.0,1400.0,MEX,23,-102
713,Arabica,Mexico,chiapas,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,79.75,0.13,Green,m,1022.0,1022.0,1022.0,MEX,23,-102
714,Arabica,Mexico,chiapas,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,79.75,0.12,Green,m,1300.0,1300.0,1300.0,MEX,23,-102
715,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.75,0.14,None,m,1450.0,1450.0,1450.0,MEX,23,-102
716,Arabica,Mexico,pochutla,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,79.75,0.1,Green,m,1050.0,1050.0,1050.0,MEX,23,-102
717,Arabica,Mexico,tuxtla gutierrez,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,79.75,0.12,None,m,1100.0,1100.0,1100.0,MEX,23,-102
718,Arabica,Mexico,"la concordia, chiapas",Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,79.67,0.12,Green,m,1400.0,1400.0,1400.0,MEX,23,-102
719,Arabica,Mexico,"tenango de doria, hidalgo",Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,79.67,0.13,None,m,975.0,975.0,975.0,MEX,23,-102
720,Arabica,Mexico,"coatepec, coatepec",Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,79.67,0.0,None,m,1264.0,1264.0,1264.0,MEX,23,-102
721,Arabica,Mexico,tepetzingo,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,79.58,0.12,None,m,1250.0,1250.0,1250.0,MEX,23,-102
722,Arabica,Mexico,la concordia,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,79.58,0.13,Green,m,1550.0,1550.0,1550.0,MEX,23,-102
723,Arabica,Mexico,la concordia,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,79.5,0.12,Green,m,1550.0,1550.0,1550.0,MEX,23,-102
724,Arabica,Mexico,"coatepec, coatepec",Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7.0,79.5,0.12,Bluish-Green,m,1100.0,1100.0,1100.0,MEX,23,-102
725,Arabica,Mexico,xicotepec de juarez,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,79.42,0.13,Green,m,800.0,800.0,800.0,MEX,23,-102
726,Arabica,Mexico,zentla,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,79.33,0.14,None,m,950.0,950.0,950.0,MEX,23,-102
727,Arabica,Mexico,zentla,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7.0,79.33,0.14,Green,m,750.0,750.0,750.0,MEX,23,-102
728,Arabica,Mexico,veracruz,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,79.25,0.13,Green,m,1000.0,1000.0,1000.0,MEX,23,-102
729,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,79.17,0.14,None,m,1550.0,1550.0,1550.0,MEX,23,-102
730,Arabica,Mexico,yajalon,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.17,0.14,Green,m,1450.0,1450.0,1450.0,MEX,23,-102
731,Arabica,Mexico,"pluma hidalogo, oaxaca",None,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,6.92,79.17,0.01,None,m,1200.0,1200.0,1200.0,MEX,23,-102
732,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.33,7.0,6.92,7.25,7.33,7.08,9.33,10.0,10.0,6.83,79.08,0.16,None,m,1500.0,1500.0,1500.0,MEX,23,-102
733,Arabica,Mexico,tlacuilotepec,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,9.33,10.0,10.0,6.92,79.08,0.11,Green,m,1100.0,1100.0,1100.0,MEX,23,-102
734,Arabica,Mexico,talpa de allende,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10.0,7.25,79.08,0.1,Bluish-Green,m,1200.0,1200.0,1200.0,MEX,23,-102
735,Arabica,Mexico,"iliatenco, guerrero",Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,10.0,10.0,10.0,7.0,79.0,0.12,None,m,1300.0,1300.0,1300.0,MEX,23,-102
736,Arabica,Mexico,zaragoza itundujia,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,8.67,10.0,10.0,7.0,79.0,0.14,Green,m,1550.0,1550.0,1550.0,MEX,23,-102
737,Arabica,Mexico,amatenango de la frontera,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10.0,10.0,10.0,6.83,79.0,0.14,Green,m,12.0,12.0,12.0,MEX,23,-102
738,Arabica,Mexico,"la concordia, chiapas",Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,9.33,10.0,10.0,7.0,78.92,0.12,Green,m,1300.0,1300.0,1300.0,MEX,23,-102
739,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.5,7.0,6.92,7.08,6.92,6.75,10.0,10.0,10.0,6.75,78.92,0.16,None,m,1400.0,1400.0,1400.0,MEX,23,-102
740,Arabica,Mexico,veracruz,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,10.0,10.0,10.0,6.67,78.75,0.14,Green,m,1320.0,1320.0,1320.0,MEX,23,-102
741,Arabica,Mexico,veracruz,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,8.67,10.0,10.0,7.0,78.75,0.14,None,m,1250.0,1250.0,1250.0,MEX,23,-102
742,Arabica,Mexico,"ohuapan, tlaltetela",Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10.0,8.67,7.0,78.75,0.12,None,m,1350.0,1350.0,1350.0,MEX,23,-102
743,Arabica,Mexico,yecuatla,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,10.0,10.0,10.0,6.83,78.67,0.13,None,m,1150.0,1150.0,1150.0,MEX,23,-102
744,Arabica,Mexico,tapachula,Washed / Wet,7.0,7.0,6.75,7.33,6.92,6.92,10.0,10.0,10.0,6.67,78.58,0.13,Green,m,1400.0,1400.0,1400.0,MEX,23,-102
745,Arabica,Mexico,cofradia de suchitlan,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,8.0,6.67,10.0,7.5,78.58,0.1,None,m,1300.0,1300.0,1300.0,MEX,23,-102
746,Arabica,Mexico,"sierra, chiapas",Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10.0,7.17,78.5,0.0,Green,m,1600.0,1600.0,1600.0,MEX,23,-102
747,Arabica,Mexico,villa talea de castro,Washed / Wet,7.08,6.83,6.83,7.0,7.0,6.92,10.0,10.0,10.0,6.83,78.5,0.12,None,m,1400.0,1400.0,1400.0,MEX,23,-102
748,Arabica,Mexico,los angeles,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,8.67,10.0,10.0,6.92,78.5,0.13,Green,m,1200.0,1200.0,1200.0,MEX,23,-102
749,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.58,7.17,7.0,7.17,7.33,7.0,8.0,10.0,10.0,7.17,78.42,0.14,None,m,1500.0,1500.0,1500.0,MEX,23,-102
750,Arabica,Mexico,"xochitonalco, huautla        ",Natural / Dry,7.25,7.25,7.0,7.5,7.33,7.42,8.0,9.33,10.0,7.75,78.33,0.13,Green,m,1300.0,1300.0,1300.0,MEX,23,-102
751,Arabica,Mexico,cordoba,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,10.0,9.33,10.0,6.75,78.08,0.11,Green,m,1050.0,1050.0,1050.0,MEX,23,-102
752,Arabica,Mexico,"motozintla, chiapas",Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,10.0,10.0,8.0,7.08,78.0,0.12,Green,m,850.0,850.0,850.0,MEX,23,-102
753,Arabica,Mexico,petatlan,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,8.0,10.0,10.0,6.92,77.92,0.11,Green,m,1248.0,1248.0,1248.0,MEX,23,-102
754,Arabica,Mexico,coatepec,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,10.0,10.0,10.0,6.67,77.5,0.13,Green,m,1300.0,1300.0,1300.0,MEX,23,-102
755,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.33,7.0,6.67,7.0,6.92,6.92,9.33,9.33,10.0,6.83,77.33,0.15,None,m,1500.0,1500.0,1500.0,MEX,23,-102
756,Arabica,Mexico,"motozintla, chiapas",Washed / Wet,7.08,7.0,7.0,7.25,7.33,7.25,8.67,8.67,10.0,6.92,77.17,0.12,Green,m,1200.0,1200.0,1200.0,MEX,23,-102
757,Arabica,Mexico,"pluma hidalogo, oaxaca",None,6.67,6.33,6.42,6.83,7.0,6.92,10.0,10.0,10.0,6.58,76.75,0.0,None,m,1200.0,1200.0,1200.0,MEX,23,-102
758,Arabica,Mexico,coatepec,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,9.33,9.33,10.0,6.58,76.42,0.13,Green,m,1100.0,1100.0,1100.0,MEX,23,-102
759,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.42,7.0,6.83,7.08,6.92,6.83,7.33,10.0,10.0,6.75,76.17,0.16,None,m,1400.0,1400.0,1400.0,MEX,23,-102
760,Arabica,Mexico,tepictla,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,10.0,7.33,10.0,6.58,76.08,0.12,Green,m,1250.0,1250.0,1250.0,MEX,23,-102
761,Arabica,Mexico,tlacuilotepec,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,8.0,8.0,10.0,6.83,75.5,0.11,Green,m,1100.0,1100.0,1100.0,MEX,23,-102
762,Arabica,Mexico,ocosingo,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,10.0,6.0,10.0,6.58,75.17,0.11,Green,m,1200.0,1200.0,1200.0,MEX,23,-102
763,Arabica,Mexico,,Washed / Wet,7.25,6.83,6.67,7.08,7.17,6.83,10.0,6.67,10.0,6.67,75.17,0.12,None,m,1100.0,1100.0,1100.0,MEX,23,-102
764,Arabica,Mexico,huautla de jimenez,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10.0,6.75,75.17,0.13,Bluish-Green,m,1280.0,1280.0,1280.0,MEX,23,-102
765,Arabica,Mexico,menglian,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,10.0,6.67,10.0,6.75,75.0,0.14,Green,m,850.0,850.0,850.0,MEX,23,-102
766,Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.08,6.75,6.58,7.0,7.0,6.75,8.67,8.67,10.0,6.42,74.92,0.17,None,m,1500.0,1500.0,1500.0,MEX,23,-102
767,Arabica,Mexico,coatepec,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,10.0,5.33,10.0,7.0,74.83,0.12,Green,m,1250.0,1250.0,1250.0,MEX,23,-102
768,Arabica,Mexico,chiapas,Washed / Wet,7.08,7.0,6.83,7.5,7.33,6.83,8.0,7.33,10.0,6.75,74.67,0.12,Green,m,1700.0,1700.0,1700.0,MEX,23,-102
769,Arabica,Mexico,"chocaman, veracruz",Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,10.0,6.67,10.0,6.67,74.33,0.14,Green,m,1140.0,1140.0,1140.0,MEX,23,-102
770,Arabica,Mexico,xalapa,Washed / Wet,6.92,6.42,6.17,7.33,7.25,6.75,10.0,6.67,10.0,6.5,74.0,0.13,None,m,1200.0,1200.0,1200.0,MEX,23,-102
771,Arabica,Mexico,coatepec,Washed / Wet,7.67,7.0,7.17,7.58,7.33,7.33,10.0,2.67,10.0,7.08,73.83,0.12,Green,m,1250.0,1250.0,1250.0,MEX,23,-102
772,Arabica,Mexico,sierra alta mixe y zapoteca,Washed / Wet,7.08,7.08,6.92,7.08,6.92,6.92,8.0,8.0,8.0,6.92,72.92,0.0,None,m,1200.0,1200.0,1200.0,MEX,23,-102
773,Arabica,Mexico,tlatlauquitepec,Washed / Wet,6.92,6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,71.08,0.12,Green,m,800.0,800.0,800.0,MEX,23,-102
774,Arabica,Mexico,veracruz,Washed / Wet,6.5,6.67,6.42,7.17,7.33,6.5,8.0,6.0,10.0,6.42,71.0,0.11,Green,m,1800.0,1800.0,1800.0,MEX,23,-102
775,Arabica,Mexico,"sierra norte yajalon, chiapas",Washed / Wet,6.92,7.0,6.83,6.92,7.42,6.92,6.0,6.0,10.0,6.75,70.75,0.12,Green,m,1000.0,1000.0,1000.0,MEX,23,-102
776,Arabica,Mexico,juchique de ferrer,Washed / Wet,7.08,6.83,6.25,7.42,7.25,6.75,10.0,0.0,10.0,6.75,68.33,0.11,None,m,900.0,900.0,900.0,MEX,23,-102
777,Arabica,Uganda,kapchorwa eastern,Washed / Wet,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,8.17,86.83,0.12,Green,m,1950.0,1950.0,1950.0,UGA,1,32
778,Arabica,Uganda,eastern uganda,Semi-washed / Semi-pulped,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,8.08,86.0,0.0,None,m,,,,UGA,1,32
779,Arabica,Uganda,"sipi, mt elgon",Washed / Wet,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,7.92,86.0,0.1,Blue-Green,m,1400.0,1900.0,1650.0,UGA,1,32
780,Arabica,Uganda,eastern,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,85.92,0.12,Green,m,1400.0,1900.0,1650.0,UGA,1,32
781,Arabica,Uganda,bulambuli eastern region,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,Green,m,1600.0,1600.0,1600.0,UGA,1,32
782,Arabica,Uganda,kapchorwa,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,Green,m,1950.0,1950.0,1950.0,UGA,1,32
783,Arabica,Uganda,eastern uganda,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,Green,m,1800.0,1800.0,1800.0,UGA,1,32
784,Arabica,Uganda,eastern,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,Green,m,1400.0,1900.0,1650.0,UGA,1,32
785,Arabica,Uganda,mbale,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Blue-Green,m,1700.0,1850.0,1775.0,UGA,1,32
786,Arabica,Uganda,eastern uganda,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,Green,m,1750.0,1750.0,1750.0,UGA,1,32
787,Arabica,Uganda,kasese,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,Green,m,1700.0,1700.0,1700.0,UGA,1,32
788,Arabica,Uganda,mt. rwenzori,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,0.11,Green,m,1500.0,1700.0,1600.0,UGA,1,32
789,Arabica,Uganda,kasese,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0,0.1,Green,m,1700.0,1700.0,1700.0,UGA,1,32
790,Arabica,Uganda,west nile,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,0.12,Green,m,1400.0,1400.0,1400.0,UGA,1,32
791,Arabica,Uganda,eastern,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.12,Green,m,1800.0,1800.0,1800.0,UGA,1,32
792,Arabica,Uganda,eastern,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,Green,m,1800.0,1800.0,1800.0,UGA,1,32
793,Arabica,Uganda,"sipi, mt elgon",Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,Green,m,,,,UGA,1,32
794,Arabica,Uganda,eastern,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,Bluish-Green,m,1800.0,1800.0,1800.0,UGA,1,32
795,Arabica,Uganda,"kasese, mt. rwenzori",Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,0.12,Green,m,1473.0,1473.0,1473.0,UGA,1,32
796,Arabica,Uganda,"kasese, mt. rwenzori",Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,0.12,Green,m,1645.0,1645.0,1645.0,UGA,1,32
797,Arabica,Uganda,kapchorwa,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,0.12,Green,m,1800.0,1800.0,1800.0,UGA,1,32
798,Arabica,Uganda,eastern,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,0.12,Green,m,1400.0,1900.0,1650.0,UGA,1,32
799,Arabica,Uganda,west nile,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.12,Green,m,1400.0,1400.0,1400.0,UGA,1,32
800,Arabica,Uganda,mt elgon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.12,Green,m,1400.0,1900.0,1650.0,UGA,1,32
801,Arabica,Uganda,eastern,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,0.12,Green,m,1400.0,1900.0,1650.0,UGA,1,32
802,Arabica,Uganda,eastern,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,Green,m,1700.0,1700.0,1700.0,UGA,1,32
803,Robusta,Uganda,sheema south western,None,7.83,8.08,7.75,7.92,8.25,7.92,10.0,10.0,8.0,8.0,83.75,0.12,Green,m,1488.0,1488.0,1488.0,UGA,1,32
804,Robusta,Uganda,central,None,8.0,7.92,7.92,7.75,7.83,7.75,10.0,10.0,7.75,8.08,83.0,0.12,Green,m,1212.0,1212.0,1212.0,UGA,1,32
805,Robusta,Uganda,luwero central region,None,8.33,7.83,7.83,7.75,8.25,7.75,10.0,10.0,7.58,7.67,83.0,0.12,Green,m,1200.0,1300.0,1250.0,UGA,1,32
806,Robusta,Uganda,western,None,7.67,7.83,7.83,7.83,7.92,7.75,10.0,10.0,7.75,7.83,82.42,0.12,Green,m,900.0,1300.0,1100.0,UGA,1,32
807,Robusta,Uganda,iganga namadrope eastern,None,7.58,7.92,7.75,7.83,7.5,7.67,10.0,10.0,7.67,7.83,81.75,0.12,Green,m,1095.0,1095.0,1095.0,UGA,1,32
808,Robusta,Uganda,eastern,None,8.0,7.75,7.75,7.58,7.67,7.5,10.0,10.0,7.58,7.67,81.5,0.11,Green,m,1367.0,1367.0,1367.0,UGA,1,32
809,Robusta,Uganda,south western,None,8.0,7.67,7.75,7.5,7.67,7.58,10.0,10.0,7.58,7.75,81.5,0.12,Green,m,1488.0,1488.0,1488.0,UGA,1,32
810,Robusta,Uganda,western,None,7.33,7.58,7.5,7.75,7.75,7.67,10.0,10.0,7.75,7.58,80.92,0.12,Green,m,1600.0,1600.0,1600.0,UGA,1,32
811,Robusta,Uganda,western,None,7.83,7.58,7.33,7.67,7.5,7.5,10.0,10.0,7.75,7.42,80.58,0.12,Green,m,1745.0,1745.0,1745.0,UGA,1,32
812,Robusta,Uganda,southern,None,7.75,7.42,7.33,7.58,7.67,7.58,10.0,10.0,7.67,7.5,80.5,0.12,Green,m,1200.0,1200.0,1200.0,UGA,1,32
813,Arabica,Honduras,comayagua,None,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,8.25,86.67,0.1,Green,m,1400.0,1400.0,1400.0,HND,15,-86.5
814,Arabica,Honduras,marcala,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,Green,m,1450.0,1450.0,1450.0,HND,15,-86.5
815,Arabica,Honduras,comayagua,None,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,Green,m,1500.0,1500.0,1500.0,HND,15,-86.5
816,Arabica,Honduras,central region,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,Green,m,1500.0,1500.0,1500.0,HND,15,-86.5
817,Arabica,Honduras,comayagua,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,0.1,Green,m,1500.0,1500.0,1500.0,HND,15,-86.5
818,Arabica,Honduras,comayagua,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,0.1,Green,m,1400.0,1400.0,1400.0,HND,15,-86.5
819,Arabica,Honduras,comayagua,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,Green,m,1350.0,1350.0,1350.0,HND,15,-86.5
820,Arabica,Honduras,marcala,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,Blue-Green,m,1450.0,1450.0,1450.0,HND,15,-86.5
821,Arabica,Honduras,san marcos,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,Green,m,1450.0,1450.0,1450.0,HND,15,-86.5
822,Arabica,Honduras,comayagua,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,Green,m,1350.0,1350.0,1350.0,HND,15,-86.5
823,Arabica,Honduras,comayagua,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,82.75,0.09,Green,m,1400.0,1400.0,1400.0,HND,15,-86.5
824,Arabica,Honduras,comayagua,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.1,Green,m,1400.0,1400.0,1400.0,HND,15,-86.5
825,Arabica,Honduras,"comayagua, honduras",Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42,0.12,Green,m,1500.0,1500.0,1500.0,HND,15,-86.5
826,Arabica,Honduras,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,82.42,0.09,None,m,,,,HND,15,-86.5
827,Arabica,Honduras,comayagua,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,0.1,Green,m,1396.0,1396.0,1396.0,HND,15,-86.5
828,Arabica,Honduras,marcala,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,Green,m,1350.0,1350.0,1350.0,HND,15,-86.5
829,Arabica,Honduras,comayagua,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,Bluish-Green,m,1500.0,1500.0,1500.0,HND,15,-86.5
830,Arabica,Honduras,marcala,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,Green,m,1350.0,1350.0,1350.0,HND,15,-86.5
831,Arabica,Honduras,el paraíso,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,Green,m,1600.0,1600.0,1600.0,HND,15,-86.5
832,Arabica,Honduras,guinope el paraíso,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,Green,m,1600.0,1600.0,1600.0,HND,15,-86.5
833,Arabica,Honduras,occidental,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,Green,m,1400.0,1400.0,1400.0,HND,15,-86.5
